n_palabras,tiempo
100000.0,0.8630905151367188
120000.0,1.7497286796569824
140000.0,2.4446587562561035
160000.0,2.7028660774230957
180000.0,2.7226319313049316
200000.0,3.132014036178589
220000.0,3.7247540950775146
240000.0,3.85630202293396
260000.0,3.770500659942627
280000.0,4.7873618602752686
300000.0,4.367300271987915
320000.0,5.099979877471924
340000.0,5.0522260665893555
360000.0,5.447773694992065
380000.0,6.199831485748291
400000.0,6.331137180328369
420000.0,6.280080795288086
440000.0,6.759002208709717
460000.0,7.089361667633057
480000.0,7.672503709793091
500000.0,7.778247833251953
520000.0,8.193470001220703
540000.0,8.079687118530273
560000.0,8.862839937210083
580000.0,8.466807126998901
600000.0,9.076752662658691
620000.0,9.524856090545654
640000.0,9.499480247497559
660000.0,9.754080295562744
680000.0,10.986549615859985
700000.0,10.628746509552002
720000.0,10.449563264846802
740000.0,11.067519187927246
760000.0,11.890870094299316
780000.0,12.199672222137451
800000.0,11.90177035331726
820000.0,12.106188297271729
840000.0,13.4837965965271
860000.0,11.891592264175415
880000.0,13.510486602783203
900000.0,14.176669836044312
920000.0,13.29995059967041
940000.0,14.471821784973145
960000.0,14.519348621368408
980000.0,14.933347940444946
1000000.0,14.147780895233154
